epoch,train_loss,valid_loss,valid_accuracy,valid_precision,valid_recall,valid_auc,valid_prc,valid_f1
1,0.2468178986306608,0.1440034804537016,0.5523897058823529,0.5316424525978823,0.9791383219954648,0.4973140816643378,0.5074407059443857,0.6891158633897223
2,0.16391320472216084,0.1446642319069189,0.5454963235294118,0.5276896804098561,0.9809523809523809,0.5097997839098378,0.5079650712239452,0.686230964467005
3,0.1501571691057978,0.13852863495840745,0.5496323529411765,0.5302245250431779,0.9746031746031746,0.5373655377381508,0.525259029965192,0.6868008948545861
4,0.14377174956085037,0.1387147570357603,0.5466452205882353,0.528641975308642,0.9709750566893424,0.5143675666198788,0.5099203459302,0.6845723421262989
5,0.14096073887861557,0.1386146909173797,0.5461856617647058,0.5282000980872977,0.9768707482993197,0.5134095246544511,0.5125770144210224,0.6856597166958459
6,0.14011368813523412,0.13876117415287914,0.5572150735294118,0.5346287992027903,0.9732426303854875,0.5213552211755685,0.523322690466058,0.6901431098247307
7,0.13959960253351797,0.1392611330922912,0.5436580882352942,0.526818515797208,0.9755102040816327,0.48668806445105595,0.4851488387003776,0.6841603053435115
8,0.13917579643265174,0.1385170723147252,0.5602022058823529,0.5368261199696279,0.9619047619047619,0.5508045292329011,0.5502666654266084,0.6890838206627681
9,0.13912442881260476,0.13847670200116494,0.5572150735294118,0.5348895582329317,0.9664399092970521,0.5510901146671989,0.5735622060163603,0.6886411375020198
10,0.13897566883450876,0.13867221860324636,0.5386029411764706,0.5238556551223057,0.9809523809523809,0.4829830581510666,0.4899511069690572,0.6829807388695928
11,0.13887299836552056,0.13866155397366076,0.5356158088235294,0.5221153846153846,0.9850340136054422,0.4679272982287155,0.47857843519952814,0.6824823252160251
12,0.13877670678996692,0.13857287299983642,0.5650275735294118,0.5398569238630557,0.9582766439909297,0.5188002665745697,0.5106194300569283,0.6906357247916327
13,0.13883909071884015,0.13859611179898768,0.5627297794117647,0.5380736258194655,0.9678004535147392,0.5346444493027765,0.5211816397138226,0.6916221033868093
14,0.13882846124198314,0.13863662279704037,0.53515625,0.5217391304347826,0.9904761904761905,0.4467083215835628,0.4560769218351637,0.6834611171960568
15,0.13869530446555492,0.13862464818007805,0.5392922794117647,0.5242130750605327,0.981859410430839,0.464513791854267,0.46642706791586097,0.6835043409629045
16,0.1387162023652209,0.13861809539444306,0.5461856617647058,0.5283251231527094,0.9727891156462585,0.49484097939750343,0.49675956977161734,0.684756584197925
17,0.13877596352657262,0.1386938791941194,0.5500919117647058,0.5301734668946982,0.9841269841269841,0.4780836414677655,0.47505586864616506,0.6891076532232455
18,0.13873133563647305,0.13860368246541305,0.5595128676470589,0.5362355309511827,0.9664399092970521,0.5456165698696805,0.5329878197833805,0.6897556238873604
19,0.13867642235581892,0.1386277524425703,0.5595128676470589,0.5362903225806451,0.9650793650793651,0.5280685911998707,0.5168122682939961,0.6894540741940709
20,0.13866767950736694,0.1386309976086897,0.5510110294117647,0.5312577833125778,0.9673469387755103,0.5167878609291877,0.5080683732915982,0.6858520900321543
21,0.13868750849344436,0.13854649750625386,0.5921415441176471,0.5577956989247311,0.9410430839002267,0.6053046649493519,0.6251999607179954,0.7004219409282699
22,0.1386382159960531,0.1385832306216745,0.5494025735294118,0.5301681503461919,0.9723356009070295,0.5270871025013018,0.5432381142634385,0.6861897903664588
23,0.1386694560629608,0.13862130725208452,0.5066636029411765,0.5066636029411765,1.0,0.5,0.7533318014705883,0.6725636724111637
24,0.13864212385276808,0.1386201366343919,0.5066636029411765,0.5066636029411765,1.0,0.5,0.7533318014705883,0.6725636724111637
25,0.13864267769738706,0.13862544276258526,0.5560661764705882,0.5339467794081074,0.9736961451247166,0.5406290695132268,0.5343499039949946,0.6896884034693223
26,0.13866554766240782,0.13859722719472997,0.5928308823529411,0.5586879913255625,0.9346938775510204,0.6210824152669918,0.6406949614177256,0.6993552765524261
27,0.1386391529745429,0.13860913431819746,0.5926011029411765,0.5581270182992465,0.9405895691609978,0.6370331644534851,0.6697904763114393,0.7005573382874514
28,0.1386433014795728,0.13855110722429612,0.6220128676470589,0.5808314087759815,0.9124716553287981,0.6592449307001174,0.6886028396256106,0.7098253660257541
29,0.13857623314770467,0.1384193724130883,0.6231617647058824,0.5815766676292232,0.9133786848072563,0.6783711279885344,0.7149047282936918,0.7106563161609032
30,0.13760345940389773,0.13166536697570017,0.6330422794117647,0.5917320458660229,0.8893424036281179,0.6726240379710338,0.7127900459526013,0.7106359847798515
31,0.12758882816908132,0.11902509421548423,0.6426930147058824,0.6023944549464398,0.8671201814058956,0.696865214025371,0.7564880733776982,0.7109128090723182
32,0.1188632952742768,0.11815004182212493,0.6789981617647058,0.6373215499660095,0.8503401360544217,0.7308484020840131,0.7806471627383282,0.7285797551972022
33,0.11480731435500792,0.11438197489170467,0.6872702205882353,0.6464260929909785,0.8448979591836735,0.7428888276316581,0.793192339327373,0.7324552781600159
34,0.11254068205717706,0.11316152081331786,0.6980698529411765,0.6632466104800293,0.8208616780045351,0.7554176211704989,0.8095083664553783,0.7336846372111876
35,0.11009828588605797,0.11115664824405137,0.7150735294117647,0.6840900419687143,0.8131519274376418,0.7544951717684434,0.8062391210024604,0.743058433485288
36,0.10872769320424455,0.1108925034675528,0.7157628676470589,0.684732824427481,0.8136054421768707,0.7559565791850043,0.81076693674508,0.7436269430051814
37,0.10712280401783268,0.11050628717331325,0.7079503676470589,0.671062271062271,0.8308390022675737,0.7687532146844144,0.8177011065257267,0.7424518743667678
38,0.10631933027919191,0.10975905792678103,0.7325367647058824,0.7101332256762213,0.7977324263038549,0.7733391633318443,0.818088747884518,0.7513882956001708
39,0.10542237774951614,0.10896731858306072,0.7362132352941176,0.7123342707914825,0.8040816326530612,0.7818809560775093,0.8253675069163855,0.7554324669791223
40,0.10430143422780246,0.10795202960862833,0.7479319852941176,0.7294946147473074,0.7986394557823129,0.789031998453783,0.8301513755092343,0.762502706213466
41,0.10265784917304116,0.10765563554185278,0.7545955882352942,0.7389659520807061,0.7972789115646258,0.7895916571876382,0.8307980160175376,0.7670157068062826
42,0.10181102325228879,0.10611505532527671,0.7479319852941176,0.7237479806138933,0.8126984126984127,0.7961228397584775,0.8350205727785196,0.7656483657338174
43,0.09977922482538397,0.10667154795544989,0.7506893382352942,0.7163833075734157,0.8408163265306122,0.8035148976528975,0.8372051692577167,0.7736282078030461
44,0.09874936079021789,0.10504817677771344,0.7782628676470589,0.7758007117437722,0.7909297052154195,0.8146635024138518,0.8403773975140334,0.78329216258702
45,0.09623420700757172,0.10274460648789126,0.7778033088235294,0.761844331641286,0.816780045351474,0.8251854879508084,0.8514804060219292,0.7883563142919676
46,0.09492606979652043,0.10736583326669301,0.7780330882352942,0.7505054589567327,0.8417233560090703,0.8244464933931964,0.8452733496593404,0.7935014963659683
47,0.09335841481866193,0.10456547075334717,0.7789522058823529,0.7539844707805476,0.8367346938775511,0.8285852642563003,0.8463666414694374,0.7932072226999141
48,0.09192059847125172,0.1025746193002252,0.7840073529411765,0.7582686810943242,0.8421768707482993,0.8316708332145154,0.8512352067345756,0.7980232058444349
49,0.08921662995415013,0.10271180092411883,0.7883731617647058,0.7672772689425479,0.835827664399093,0.8328897464901192,0.8527843225720226,0.8000868243976557
50,0.08879785589112417,0.10054530663525357,0.7904411764705882,0.7624847746650426,0.8517006802721089,0.8402877188757819,0.8578051764423813,0.8046272493573264
51,0.08727208558932273,0.10072816152344732,0.7913602941176471,0.7605464041783849,0.8585034013605443,0.8424768199470442,0.8600913010040707,0.8065615679590967
52,0.08596407732226118,0.09972717262366239,0.7948069852941176,0.7671009771986971,0.854421768707483,0.8454756782390025,0.861287590766352,0.8084102124007724
53,0.08566868783783739,0.10010503725532223,0.8010110294117647,0.7736003269309358,0.8585034013605443,0.849090066083878,0.8641519792010661,0.8138435081685297
54,0.08420665428912552,0.09994107890216743,0.7931985294117647,0.7701863354037267,0.8435374149659864,0.8409934444201528,0.8591942723467181,0.8051948051948051
55,0.08276403537631905,0.09987538713304435,0.7984834558823529,0.7696994313566207,0.8594104308390023,0.848725479945122,0.8651542220636615,0.8120848510820656
56,0.08204765170540688,0.09932610962320776,0.8026194852941176,0.7827731092436975,0.8448979591836735,0.8495556210374229,0.8666402943552483,0.812649945474373
57,0.08078578988729167,0.09849381841280881,0.8102022058823529,0.7945322511747117,0.8435374149659864,0.853034398047373,0.8696335513105679,0.818301803783546
58,0.08057551745352519,0.10100581157295142,0.7961856617647058,0.7665857605177994,0.8594104308390023,0.8465857015061886,0.863301683132383,0.8103485140047039
59,0.07878439471016835,0.09834310357623241,0.80078125,0.7728384991843393,0.8594104308390023,0.851564435741693,0.8678905312662741,0.8138286450504616
60,0.0778200628004805,0.10284364771317034,0.7911305147058824,0.7642740619902121,0.8498866213151928,0.8425490612329389,0.8614141992510764,0.8048099634958128
61,0.07760844595839073,0.10026691843043356,0.8083639705882353,0.7812884694296266,0.8634920634920635,0.8541344934185443,0.867959046937203,0.8203360620422231
62,0.07612010749587178,0.09920520828488995,0.8062959558823529,0.7835137385512073,0.853514739229025,0.8521993986229797,0.866306416372832,0.8170175819405254
63,0.07507980387848225,0.1012521115515162,0.8122702205882353,0.7933220625528318,0.8512471655328798,0.8561681278628513,0.8695456568473718,0.82126449354627
64,0.07503880730347477,0.09904565497794572,0.8145680147058824,0.7922240802675585,0.8594104308390023,0.8577302928623709,0.8704974856140809,0.8244507287361322
65,0.0752449532712463,0.10290442385217723,0.8090533088235294,0.7869674185463659,0.854421768707483,0.8555731934133691,0.8681669823173431,0.8193085453359426
