epoch,train_loss,valid_loss,valid_accuracy,valid_precision,valid_recall,valid_auc,valid_prc,valid_f1
1,0.18701241643571143,0.14410033728927374,0.5478515625,0.5280777537796977,0.9495145631067962,0.48375455395120837,0.47555088486712915,0.6786953504510758
2,0.1628538915025654,0.14169435761868954,0.54296875,0.5242018537590113,0.9883495145631068,0.5447841760924714,0.524841529093077,0.6850605652759084
3,0.15275648658844962,0.13771153520792723,0.498046875,0.5013054830287206,0.37281553398058254,0.5494420813702863,0.5443449847106385,0.4276169265033407
4,0.14801865994040644,0.1367213325574994,0.5712890625,0.6079545454545454,0.4155339805825243,0.6016022278596906,0.5793010065833494,0.49365628604382933
5,0.14587547329824363,0.13650410063564777,0.6171875,0.6305732484076433,0.5766990291262136,0.6232780819043623,0.5986028736488774,0.6024340770791076
6,0.14379696414541843,0.14229186810553074,0.5927734375,0.5571095571095571,0.9281553398058252,0.6167318366490548,0.6113225589463309,0.6962855061908231
7,0.14217865177944525,0.13692481722682714,0.5986328125,0.5664961636828645,0.8601941747572815,0.6319377420031662,0.6628335334909589,0.6831148804934465
8,0.14112558449382212,0.13604967761784792,0.5986328125,0.5764705882352941,0.7611650485436893,0.6399450664733821,0.6814121365547539,0.6560669456066944
9,0.1403577294367463,0.1363302506506443,0.61328125,0.573729863692689,0.8990291262135922,0.6475861674328114,0.6925002412435212,0.7004538577912255
10,0.14065621415180946,0.13662794139236212,0.578125,0.8608695652173913,0.19223300970873786,0.6064623190340855,0.6503445377163628,0.3142857142857143
11,0.13935274552943103,0.13474866189062595,0.6435546875,0.6083815028901735,0.8174757281553398,0.675495450817327,0.7196531373917405,0.6975973487986744
12,0.13890754220201007,0.13176988065242767,0.6435546875,0.7388535031847133,0.45048543689320386,0.7142731798500773,0.747884554729751,0.5597104945717732
13,0.13785234316071468,0.13237352669239044,0.65234375,0.6358974358974359,0.7223300970873786,0.6775020504701776,0.7244282025601021,0.6763636363636364
14,0.13406179155876388,0.12739182775840163,0.7412109375,0.707641196013289,0.8271844660194175,0.7765998435920423,0.7933740743774507,0.7627573858549687
15,0.11951313790545534,0.109049909748137,0.7900390625,0.7737226277372263,0.8233009708737864,0.8248459763099167,0.8304194250113575,0.7977422389463781
16,0.10896672842217915,0.09795603668317199,0.8154296875,0.8326530612244898,0.7922330097087379,0.8618307360711085,0.8624836699218839,0.8119402985074626
17,0.10172398077018226,0.09670637268573046,0.83203125,0.8521560574948666,0.8058252427184466,0.8757777481068915,0.8855205350643303,0.8283433133732535
18,0.09646617610063125,0.1002950337715447,0.837890625,0.8261682242990654,0.858252427184466,0.8844488526904076,0.8880114774590934,0.841904761904762
19,0.09294815066812644,0.0898634186014533,0.8310546875,0.844758064516129,0.8135922330097087,0.8968890075724341,0.9063753336002444,0.8288822947576657
20,0.08508536419761714,0.0848878170363605,0.8544921875,0.8796680497925311,0.8233009708737864,0.9092757548591376,0.9156413072188669,0.8505516549648947
21,0.07919204062712726,0.07633564667776227,0.865234375,0.8839103869653768,0.8427184466019417,0.9225589867816201,0.9248123290534065,0.8628230616302187
22,0.07630265859970406,0.08339166268706322,0.8291015625,0.8917050691244239,0.7514563106796116,0.9232838041467184,0.9233887314483041,0.815595363540569
23,0.07013355184402038,0.07866701483726501,0.849609375,0.9149425287356322,0.7728155339805826,0.9287428233543785,0.9316146099673264,0.8378947368421054
24,0.06514594848476239,0.07865169760771096,0.8779296875,0.875,0.883495145631068,0.9218265397600474,0.926160977535208,0.8792270531400966
25,0.06312977333567035,0.07408313360065222,0.8798828125,0.9083333333333333,0.8466019417475729,0.9365746657256757,0.9410624656191422,0.8763819095477388
26,0.05808351425203814,0.07596585294231772,0.884765625,0.882466281310212,0.8893203883495145,0.9261296660117878,0.9276720546942216,0.8858800773694391
27,0.05655329885767467,0.07131305732764304,0.875,0.8831683168316832,0.8660194174757282,0.9322333911915616,0.936077399265885,0.8745098039215686
28,0.04875688361865816,0.069563691271469,0.8603515625,0.9325581395348838,0.7786407766990291,0.9414271272435959,0.9451791119185193,0.8486772486772487
29,0.05051574497414169,0.07625879300758243,0.8681640625,0.9148471615720524,0.8135922330097087,0.9391687489270796,0.9399654328454485,0.8612538540596094
30,0.04941079223445102,0.0691576637327671,0.8916015625,0.8929961089494164,0.8912621359223301,0.9395349724378661,0.9390618037657367,0.8921282798833821
31,0.04496798931217905,0.06383973360061646,0.890625,0.9137577002053389,0.8640776699029126,0.9442310259980546,0.9472689543044394,0.8882235528942116
32,0.04082021906749526,0.0750965322367847,0.9052734375,0.8772563176895307,0.9436893203883495,0.9432391706563412,0.9449277546943405,0.9092609915809167
33,0.041559364813477245,0.06682106177322567,0.9013671875,0.9027237354085603,0.9009708737864077,0.9483128922120282,0.9473050584964797,0.901846452866861
34,0.04050974600684287,0.08151530241593719,0.8203125,0.8931116389548693,0.7300970873786408,0.9077956015030424,0.9143578669156162,0.8034188034188033
35,0.03849179770297079,0.0644595178309828,0.8818359375,0.9156118143459916,0.8427184466019417,0.944108951494459,0.9447263806529084,0.877654196157735
36,0.035231036509373294,0.06241016718558967,0.8994140625,0.8992248062015504,0.9009708737864077,0.9482632994449425,0.9508226617932652,0.9000969932104752
37,0.037857544205304405,0.06076932232826948,0.900390625,0.9154929577464789,0.883495145631068,0.9511701985618098,0.9522993078502661,0.8992094861660078
38,0.030364900257494023,0.06133604724891484,0.884765625,0.9343544857768052,0.829126213592233,0.9521010166517252,0.9533985007933009,0.8786008230452675
39,0.034041223741734204,0.06214801571331918,0.90625,0.9115913555992141,0.9009708737864077,0.950163083907147,0.9490560855552087,0.90625
40,0.03434735450393228,0.06477746041491628,0.9091796875,0.9026717557251909,0.9184466019417475,0.9510061609476033,0.9501623343257705,0.9104908565928778
41,0.030162356446372038,0.06612652656622231,0.9052734375,0.918,0.8912621359223301,0.951959868006943,0.9527941109321009,0.9044334975369457
42,0.032758124464594605,0.062266668770462275,0.9052734375,0.8884758364312267,0.9281553398058252,0.952299387720068,0.9505539761846451,0.9078822412155745
43,0.028240122422297943,0.06606842926703393,0.857421875,0.9467312348668281,0.7592233009708738,0.9497816010834113,0.9499745522376937,0.8426724137931034
44,0.029287405868074788,0.07104297610931098,0.90625,0.9036608863198459,0.9106796116504854,0.9484960039674215,0.9463906660254016,0.9071566731141198
45,0.027001050620603918,0.06232030631508678,0.9169921875,0.919921875,0.9145631067961165,0.9557365479619281,0.9540785309849664,0.917234664070107
46,0.025850679669807208,0.06782207894138992,0.904296875,0.888268156424581,0.9262135922330097,0.9475422969080817,0.9486944483208064,0.9068441064638783
47,0.025892378678962366,0.060636695474386215,0.90234375,0.9175050301810865,0.8854368932038835,0.9531806130428978,0.9549074899656915,0.9011857707509883
48,0.023785015707140537,0.06018303940072656,0.9130859375,0.9176470588235294,0.9087378640776699,0.9582505197703473,0.95735460520269,0.913170731707317
49,0.023145923488286892,0.07171593338716775,0.8896484375,0.9036144578313253,0.8737864077669902,0.9434451713811587,0.9431134801536615,0.8884501480750246
50,0.022907812551442367,0.08043964521493763,0.908203125,0.9218436873747495,0.8932038834951457,0.9577355179583039,0.9551351310674155,0.9072978303747534
51,0.020759946809136377,0.060708333854563534,0.9130859375,0.9382716049382716,0.8854368932038835,0.9612566044213859,0.9615928383138393,0.9110889110889112
52,0.023600553600256566,0.06781081529334188,0.91015625,0.9171597633136095,0.9029126213592233,0.9560455490491541,0.9574193809224806,0.9099804305283757
